track_name,track_popularity,playlist_genre,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,duration_ms,track_album_release_year,track_album_release_month
Warp 1.9 (feat. Steve Aoki) - QUIX Remix,51,edm,0.659,0.951,0.158,0.00383,0.017,0.334,0.543,174059,2019,8
Remember,47,edm,0.54,0.923,0.0435,0.0013,0.783,0.339,0.134,174720,2019,5
EDM O' CLOCK,50,edm,0.805,0.895,0.109,0.00159,0.124,0.44,0.196,148571,2019,2
True G (feat. BRUX),35,edm,0.843,0.858,0.138,0.0192,0.551,0.0632,0.846,201784,2019,3
Give It to Me,47,edm,0.607,0.957,0.0713,2.32e-05,0.142,0.155,0.333,185768,2019,3
No Retreat,57,edm,0.759,0.83,0.0507,0.0125,0.162,0.492,0.35,221250,2019,5
Kung Fu,51,edm,0.838,0.866,0.0718,0.216,3.13e-05,0.417,0.703,179824,2019,1
Ratata,38,edm,0.893,0.74,0.114,0.00179,3.99e-05,0.0734,0.644,162899,2019,2
ALT.COLOUR,34,edm,0.598,0.768,0.206,0.000603,0.825,0.584,0.176,211067,2019,2
Fangs,46,edm,0.705,0.925,0.104,0.00451,0.535,0.072,0.103,222857,2019,7
Broken By You,34,edm,0.641,0.922,0.0431,0.0331,0.0857,0.153,0.177,313600,2019,4
Shake,49,edm,0.501,0.913,0.0657,1.78e-05,0.324,0.18,0.366,278400,2019,9
Lasagne,43,edm,0.77,0.956,0.236,0.000177,0.739,0.421,0.682,203811,2019,7
Revolt,56,edm,0.737,0.905,0.0785,0.00873,0.237,0.276,0.337,213143,2019,5
Flip It,47,edm,0.815,0.955,0.091,0.0592,0.685,0.17,0.0977,153281,2019,5
Shook Up,35,edm,0.73,0.977,0.104,0.0908,0.028,0.259,0.35,245333,2019,3
Another Day (feat. Kaleena Zanders),38,edm,0.762,0.846,0.0482,0.0445,0.127,0.126,0.165,212117,2019,5
Check Me Out,55,edm,0.808,0.94,0.204,0.00159,0.6,0.0994,0.364,174735,2019,3
Good Idea,38,edm,0.861,0.83,0.159,0.003,0.0467,0.0525,0.805,198720,2019,2
Can't Lose,50,edm,0.499,0.899,0.307,0.182,2.15e-06,0.126,0.188,162975,2019,6
Heavy,35,edm,0.653,0.966,0.125,0.00355,0.692,0.151,0.504,281280,2019,6
Get Dirty,57,edm,0.781,0.931,0.177,0.00291,0.000887,0.209,0.49,167405,2019,6
Raindrops,54,edm,0.546,0.976,0.0596,0.00231,0.628,0.189,0.142,173185,2019,4
Static Theory,46,edm,0.755,0.83,0.124,0.104,0.66,0.0872,0.74,210267,2019,1
Tekno,34,edm,0.846,0.982,0.0797,0.105,0.858,0.105,0.884,192425,2019,3
Wildchild,34,edm,0.699,0.969,0.12,0.000161,0.475,0.0861,0.609,201231,2019,6
Step Back (VIP Mix),40,edm,0.822,0.762,0.0574,0.00103,0.039,0.333,0.767,200940,2019,4
Ectoplasm,37,edm,0.626,0.769,0.0499,0.00142,0.0108,0.144,0.118,247387,2019,2
DatDatDat,44,edm,0.729,0.915,0.0376,0.000189,0.51,0.0718,0.484,157440,2019,4
Fkn Face,35,edm,0.637,0.904,0.0432,0.00162,0.787,0.0941,0.397,301076,2019,6
Bounce,49,edm,0.742,0.779,0.0829,0.0139,0.457,0.105,0.366,213333,2019,5
Frequency 75,51,edm,0.664,0.774,0.122,0.0039,0.449,0.088,0.125,266667,2019,7
NEW WIP - Chris Lorenzo Remix,46,edm,0.922,0.919,0.0963,0.00692,0.0232,0.0232,0.76,222462,2019,9
Run,43,edm,0.564,0.853,0.0674,0.0044,0.651,0.553,0.456,301985,2019,6
SouthSide (feat. Eptic),63,edm,0.571,0.94,0.0883,0.0114,0.0128,0.572,0.555,252800,2019,7
In The Cut,9,edm,0.807,0.923,0.0617,0.00226,0.867,0.0486,0.423,236367,2019,8
Sirius,35,edm,0.725,0.964,0.0654,0.00257,0.848,0.447,0.394,129677,2019,5
Definition of House Music,37,edm,0.573,0.991,0.0688,2.31e-05,0.65,0.102,0.438,302400,2019,6
Kulio - Bonus Track,39,edm,0.804,0.913,0.0681,0.00282,0.151,0.0589,0.652,156316,2019,8
If Only,40,edm,0.774,0.9,0.0872,0.0306,0.00105,0.351,0.636,170625,2019,2
Old School,37,edm,0.656,0.885,0.0864,0.00178,0.743,0.0966,0.508,247000,2019,3
Walking On Water,41,edm,0.845,0.881,0.231,0.0236,0.00507,0.0645,0.415,175256,2019,3
28 Grams,39,edm,0.713,0.927,0.486,0.00376,0.00351,0.682,0.687,188987,2019,5
Squeaky,32,edm,0.801,0.846,0.0428,0.00215,0.795,0.24,0.202,205000,2019,5
Need A Beat,30,edm,0.781,0.774,0.0412,0.00145,0.905,0.0885,0.464,208800,2019,6
They Call Me,28,edm,0.897,0.784,0.248,0.0259,0.436,0.146,0.557,192148,2019,3
Gangsterdam - Lady Bee Remix,39,edm,0.75,0.898,0.157,0.000861,0.629,0.257,0.85,133125,2019,6
Giving Up (feat. Jaden Michaels) - Krischvn Remix,31,edm,0.823,0.728,0.152,0.0734,0.00287,0.201,0.573,227976,2019,3
Altair,37,edm,0.48,0.798,0.0933,0.0157,0.876,0.0727,0.0667,408750,2019,4
That Beat,28,edm,0.758,0.947,0.0468,0.0171,0.562,0.114,0.427,149325,2019,3
Feel It,33,edm,0.886,0.866,0.0675,0.00229,0.0894,0.0726,0.584,126060,2019,4
Oldskool,35,edm,0.707,0.852,0.0568,0.00687,0.749,0.116,0.426,210000,2019,2
Exterminate,36,edm,0.572,0.916,0.107,0.000588,0.00772,0.373,0.4,193669,2019,9
Mork,33,edm,0.637,0.992,0.137,0.00368,0.257,0.139,0.317,246240,2019,6
You Can,33,edm,0.876,0.847,0.0999,0.21,0.863,0.113,0.482,217475,2019,5
Snowstorm,37,edm,0.853,0.969,0.123,0.00197,0.863,0.0703,0.181,232560,2019,9
Barrel Roll,36,edm,0.663,0.727,0.372,0.00379,0.0113,0.734,0.34,257256,2019,2
PLAY,52,edm,0.74,0.934,0.164,0.00207,0.0964,0.323,0.617,183950,2019,2
Move It,31,edm,0.693,0.83,0.0987,0.000463,0.477,0.158,0.267,239584,2019,5
The One,40,edm,0.778,0.862,0.0552,0.00513,0.792,0.0454,0.136,191910,2019,6
Jump Out,31,edm,0.619,0.963,0.203,0.0644,0.549,0.0949,0.202,248889,2019,2
Rush,39,edm,0.678,0.915,0.0309,0.0012,0.292,0.0823,0.119,184368,2019,2
Sun Chaser,36,edm,0.725,0.915,0.111,0.000485,0.763,0.0688,0.0593,330938,2019,1
RAWSIDE,48,edm,0.59,0.97,0.287,0.071,0.00442,0.295,0.119,204182,2019,6
EDM Sucks,9,edm,0.502,0.789,0.133,0.0189,0.00108,0.0982,0.378,189600,2019,10
Punk'd,53,edm,0.676,0.955,0.102,0.00164,0.387,0.0374,0.696,233379,2019,5
MOSHI,50,edm,0.694,0.972,0.0968,0.00166,0.878,0.291,0.248,214998,2019,7
homesoon.,38,edm,0.753,0.497,0.0453,0.172,0.862,0.139,0.108,235000,2019,12
The Gold Line,34,edm,0.776,0.637,0.0395,0.0481,0.496,0.132,0.115,312414,2019,12
Where Are You,36,edm,0.625,0.663,0.0306,0.66,0.703,0.2,0.192,213576,2019,12
B 612,38,edm,0.684,0.609,0.0369,0.853,0.902,0.102,0.204,268475,2019,12
Puff Lah,64,edm,0.707,0.863,0.056,0.000576,0.893,0.236,0.735,113347,2019,12
Noir,43,edm,0.674,0.655,0.0672,0.818,0.472,0.139,0.34,203047,2019,2
Sudden Changes,30,edm,0.621,0.472,0.393,0.615,0.136,0.0946,0.267,200533,2019,6
Clarity,53,edm,0.628,0.8,0.0691,0.0737,0.455,0.203,0.352,244000,2019,7
Just,64,edm,0.656,0.565,0.0323,0.481,0.951,0.313,0.21,290732,2019,12
Palais royal,36,edm,0.72,0.644,0.0743,0.799,0.323,0.0888,0.106,253091,2019,12
So Over,46,edm,0.39,0.464,0.0591,0.621,0.612,0.272,0.102,383347,2019,12
Mind,51,edm,0.667,0.48,0.0337,0.516,0.912,0.0994,0.127,268986,2019,3
Cool Mind,22,edm,0.48,0.66,0.0931,0.266,0.00565,0.131,0.122,186818,2019,12
HIGH,54,edm,0.738,0.72,0.0626,0.451,0.623,0.0769,0.525,247426,2019,11
Daymarks,52,edm,0.579,0.682,0.0527,0.266,0.734,0.111,0.137,225187,2019,10
Memory,45,edm,0.74,0.396,0.306,0.116,1.14e-05,0.432,0.373,180649,2019,12
Cruise,52,edm,0.631,0.577,0.0649,0.316,0.00128,0.139,0.301,208779,2019,6
Shatter,36,edm,0.7,0.316,0.186,0.843,0.248,0.0818,0.411,191853,2019,5
Right Here,24,edm,0.863,0.304,0.559,0.664,0.00492,0.35,0.51,176475,2019,11
Golden Record,51,edm,0.675,0.683,0.031,0.448,0.734,0.0912,0.216,268800,2019,5
Encore,28,edm,0.718,0.573,0.0315,0.724,0.627,0.112,0.221,227777,2019,11
I Need,33,edm,0.814,0.793,0.143,0.391,0.811,0.117,0.0649,283642,2019,11
Tell Me,58,edm,0.577,0.587,0.0363,0.517,0.0196,0.106,0.33,164250,2019,11
Yŭ - Pt. 2,37,edm,0.537,0.501,0.222,0.148,3.68e-06,0.115,0.412,211875,2019,11
Sally,23,edm,0.631,0.661,0.0534,0.666,0.801,0.11,0.0393,175059,2019,9
Pont des arts,30,edm,0.73,0.412,0.0844,0.578,0.475,0.119,0.232,141913,2019,11
We found another earth,51,edm,0.708,0.745,0.0539,0.617,0.371,0.118,0.0369,229189,2019,9
Can't Lose You,31,edm,0.678,0.516,0.0414,0.745,0.752,0.0905,0.0364,189913,2019,11
Stripes,41,edm,0.533,0.279,0.185,0.86,0.186,0.16,0.555,135981,2019,9
Say Hi from Me,32,edm,0.787,0.599,0.0841,0.449,0.0217,0.0956,0.536,161684,2019,5
Bastille,36,edm,0.642,0.249,0.242,0.784,0.841,0.154,0.176,192000,2019,5
Radio Snow,33,edm,0.511,0.568,0.0416,0.779,0.78,0.125,0.0377,236000,2019,9
Play Me,51,edm,0.675,0.605,0.076,0.366,0.000119,0.115,0.21,162474,2019,10
Yr Love - Midnight Version,40,edm,0.805,0.687,0.0475,0.000444,0.874,0.0677,0.859,435097,2019,9
Find Love,21,edm,0.718,0.717,0.043,0.187,0.854,0.334,0.216,259431,2019,10
Wake up with You,42,edm,0.766,0.446,0.0343,0.396,0.000204,0.025,0.742,179650,2019,10
Night Time,44,edm,0.718,0.489,0.0413,0.568,0.804,0.166,0.0936,263013,2019,9
April,33,edm,0.688,0.367,0.0694,0.839,0.864,0.115,0.035,228159,2019,7
Paris,47,edm,0.87,0.546,0.0495,0.739,0.316,0.111,0.208,246852,2019,2
Coquillages & crustacés,31,edm,0.855,0.453,0.0551,0.441,0.737,0.383,0.354,187429,2019,6
Triángulo,53,edm,0.71,0.828,0.0493,0.227,0.116,0.119,0.569,171973,2019,10
Notre-dame,44,edm,0.668,0.898,0.0452,0.482,0.737,0.069,0.425,165664,2019,9
blue,40,edm,0.761,0.549,0.0495,0.861,0.149,0.109,0.667,125380,2019,1
On & On,52,edm,0.627,0.495,0.127,0.4,3.48e-05,0.0714,0.305,212101,2019,9
Down,46,edm,0.705,0.493,0.0632,0.0157,0.556,0.101,0.348,265121,2019,9
On Your Side,32,edm,0.672,0.56,0.0415,0.193,0.919,0.103,0.179,153947,2019,4
Sacré cœur,27,edm,0.574,0.519,0.0768,0.718,0.471,0.166,0.26,160000,2019,8
Beta,35,edm,0.655,0.751,0.0618,0.18,3.2e-05,0.152,0.525,186885,2019,9
Place de l'étoile,33,edm,0.661,0.409,0.0442,0.899,0.821,0.0989,0.266,189474,2019,6
Silver Linings,39,edm,0.546,0.657,0.0376,0.132,0.671,0.124,0.0935,241706,2019,7
Cold Heart,27,edm,0.69,0.561,0.0522,0.171,0.0497,0.162,0.361,194098,2019,6
Eos,31,edm,0.648,0.688,0.0335,0.052,0.87,0.113,0.121,239888,2019,3
Stronger,43,edm,0.684,0.51,0.0414,0.153,0.454,0.122,0.0771,214022,2019,7
Falling Back,54,edm,0.552,0.93,0.0355,0.000579,0.81,0.107,0.625,279677,2019,3
Old Love,35,edm,0.789,0.806,0.294,0.534,0.000118,0.0706,0.759,168571,2019,8
Breathe,57,edm,0.625,0.496,0.0568,0.455,0.479,0.101,0.0352,163010,2019,3
Bunker,47,edm,0.778,0.504,0.0468,0.128,0.902,0.0879,0.134,443455,2019,7
Hypnotize,45,edm,0.813,0.579,0.1,0.0149,0.679,0.0794,0.521,304762,2019,8
Thinking About You,59,edm,0.743,0.814,0.155,0.624,0.0,0.533,0.307,172000,2019,4
Don't Tell Me S***,44,edm,0.879,0.878,0.0617,0.00026,0.265,0.0524,0.619,157920,2019,5
Hallucination,37,edm,0.609,0.917,0.0542,0.0289,0.667,0.195,0.252,181463,2019,12
Tide,34,edm,0.798,0.536,0.0459,0.00372,0.793,0.0946,0.584,223347,2019,12
"Oh, Baby!",28,edm,0.81,0.764,0.0485,0.0785,0.874,0.3,0.668,207097,2019,6
Alternate Paths - Teenage Mutants Radio Edit,36,edm,0.706,0.866,0.0342,0.00364,0.886,0.117,0.0382,246480,2019,9
Thinkin Bout You,43,edm,0.563,0.772,0.0405,0.00195,0.000601,0.163,0.0609,302542,2019,11
Bleu Chanel (Na-No Remix),41,edm,0.803,0.613,0.191,0.0491,0.0,0.109,0.164,163356,2019,4
In Our Hands,37,edm,0.725,0.669,0.0576,0.0628,0.887,0.105,0.189,381902,2019,12
Moyocoyotzin,39,edm,0.68,0.765,0.0442,0.00191,0.88,0.09,0.201,453116,2019,10
Bad Kind (feat. Sash Sings),41,edm,0.696,0.896,0.0592,0.00968,0.000546,0.163,0.182,212160,2019,12
More Love,28,edm,0.782,0.439,0.165,0.0208,0.0143,0.0888,0.429,220891,2019,12
Loud,36,edm,0.727,0.725,0.0424,0.0439,0.709,0.178,0.69,228591,2019,11
Move On,41,edm,0.745,0.867,0.0548,0.0052,0.529,0.383,0.376,180000,2019,6
Koi,41,edm,0.628,0.944,0.0397,0.01,0.842,0.0911,0.0364,508545,2019,9
Mo Fo,37,edm,0.7,0.974,0.11,0.0487,0.0308,0.446,0.626,217500,2019,11
Granular,31,edm,0.82,0.565,0.177,0.0194,0.827,0.123,0.702,366829,2019,9
Space Chants,37,edm,0.813,0.645,0.101,3.31e-05,0.87,0.0508,0.141,417049,2019,9
All About Us - Klaas Remix,40,edm,0.689,0.893,0.108,0.0663,1.44e-05,0.315,0.632,150902,2019,11
Meant To Be - R.Braga & Drooper Remix,42,edm,0.721,0.716,0.0299,0.0377,1.37e-05,0.301,0.562,160444,2019,11
Only Now,29,edm,0.685,0.809,0.0405,0.000951,0.81,0.109,0.257,414219,2019,11
Happiness - Wave Pilots Remix Edit,28,edm,0.654,0.644,0.0356,0.0169,0.00157,0.0909,0.328,209032,2019,5
Genesis - Miami Mix,30,edm,0.549,0.809,0.0505,0.0608,0.876,0.114,0.526,376810,2019,12
Thats my word,29,edm,0.831,0.993,0.059,0.00138,0.895,0.0397,0.747,388000,2019,11
Trixx,32,edm,0.688,0.404,0.054,0.287,0.933,0.111,0.0374,395018,2019,11
Take It All the Way,39,edm,0.721,0.712,0.164,0.0558,0.0,0.132,0.606,186667,2019,11
Oversized,28,edm,0.79,0.961,0.263,0.167,0.0154,0.133,0.389,336000,2019,12
Buoy,54,edm,0.808,0.723,0.0773,0.128,0.0801,0.504,0.535,201290,2019,10
Helix,29,edm,0.723,0.589,0.0729,0.233,0.93,0.111,0.108,388353,2019,12
You Could Be Mine,44,edm,0.649,0.879,0.0581,0.00938,0.000111,0.0723,0.598,172258,2019,10
Whenever,41,edm,0.376,0.643,0.0514,0.00746,0.00437,0.372,0.416,212509,2019,12
Dance With Me,21,edm,0.839,0.872,0.0709,0.00048,0.591,0.0359,0.115,341364,2019,12
The Line,44,edm,0.678,0.874,0.0667,0.001,0.222,0.339,0.354,145884,2019,11
One Of These Nights - Timothy Allen Remix,31,edm,0.679,0.902,0.0358,0.0141,0.0828,0.304,0.347,174734,2019,11
My House - Vacuii Radio Edit,25,edm,0.808,0.764,0.0531,0.00188,0.214,0.19,0.533,216543,2019,11
Sam Smith,36,edm,0.746,0.828,0.0643,0.000983,0.888,0.105,0.442,157795,2019,12
For the Night,42,edm,0.748,0.827,0.273,0.0709,5.79e-05,0.777,0.47,182903,2019,1
Rift Valley,29,edm,0.372,0.924,0.0753,0.000716,0.4,0.132,0.432,434624,2019,11
Public Enemy,34,edm,0.748,0.921,0.0408,0.00597,0.0916,0.133,0.866,262857,2019,12
Inconsolable Soldier - Cevin Fisher Remix,26,edm,0.657,0.62,0.0361,0.00266,0.776,0.646,0.12,412812,2019,12
I Like It - Original Mix,27,edm,0.853,0.826,0.206,0.0048,0.0434,0.0804,0.667,428976,2019,10
Housy Things,33,edm,0.84,0.837,0.12,0.00693,0.0792,0.109,0.466,239294,2019,12
Zewditu,44,edm,0.8,0.832,0.0514,2.51e-06,0.697,0.258,0.521,246689,2019,11
Bingo,18,edm,0.571,0.808,0.0369,0.175,0.487,0.176,0.525,221291,2019,4
To Be a Bird (Domscott Remix),28,edm,0.65,0.838,0.0335,0.0359,0.717,0.0639,0.19,301017,2019,12
Cloudless,33,edm,0.727,0.819,0.0396,0.000583,0.284,0.0812,0.258,344516,2019,10
Yes,25,edm,0.814,0.958,0.0786,0.00016,0.901,0.683,0.494,323126,2019,12
Bullerengue,32,edm,0.808,0.503,0.0712,0.0173,0.919,0.0595,0.165,411595,2019,12
Free Falling,43,edm,0.716,0.889,0.0498,0.00535,0.00113,0.154,0.435,205079,2019,11
Masquerade,37,edm,0.626,0.745,0.039,0.237,0.868,0.165,0.35,456123,2019,9
Cigarette,33,edm,0.837,0.726,0.103,0.00064,0.685,0.0685,0.532,236139,2019,11
Deep Dark,29,edm,0.653,0.655,0.326,0.28,5.63e-05,0.255,0.231,309677,2019,10
Slow It Down,28,edm,0.726,0.767,0.0408,0.00049,0.589,0.313,0.344,348387,2019,9
Dancing in the Light,28,edm,0.606,0.462,0.0305,0.0267,0.902,0.116,0.0604,327000,2019,10
Wildfire,43,edm,0.686,0.8,0.0317,0.00514,4.39e-05,0.224,0.261,192000,2019,3
Love For Latinas - Radio Edit,31,edm,0.623,0.929,0.0946,0.00418,0.00478,0.142,0.704,218880,2019,11
Desperation,30,edm,0.684,0.85,0.061,0.0012,0.791,0.968,0.0597,329524,2019,11
Breathless,35,edm,0.826,0.715,0.0994,0.00327,0.523,0.0722,0.478,280271,2019,6
Never Giving Up - English Version,20,edm,0.613,0.658,0.121,0.118,4.99e-05,0.128,0.152,241500,2019,5
Shockwave,40,edm,0.7,0.823,0.0392,0.011,3.45e-06,0.103,0.544,210000,2019,6
Too Many,30,edm,0.795,0.611,0.0727,0.0118,0.884,0.091,0.389,294346,2019,11
Retrida,51,edm,0.797,0.832,0.0476,0.00576,0.919,0.101,0.339,499208,2019,10
Crazy Things at Night,41,edm,0.703,0.97,0.0497,0.000429,0.44,0.05,0.745,234190,2019,1
Laine de verre,24,edm,0.578,0.788,0.0359,0.032,0.931,0.0757,0.0786,300000,2019,6
Kobol - Original Mix,27,edm,0.735,0.668,0.198,0.0176,0.831,0.0662,0.479,351999,2019,8
How Is That,27,edm,0.736,0.578,0.0442,0.00309,0.282,0.0685,0.428,243902,2019,7
Bulletproof - House Mix,30,edm,0.643,0.97,0.0462,0.0136,0.0409,0.0602,0.594,247500,2019,1
Calypso - Original Mix,27,edm,0.701,0.719,0.0402,0.0983,0.781,0.311,0.159,330000,2019,6
Epilogue - Elska Remix,24,edm,0.641,0.584,0.0641,0.0293,0.141,0.109,0.0358,396938,2019,12
No Time to Be,26,edm,0.765,0.987,0.195,0.0426,0.00608,0.233,0.604,340645,2019,5
Cosmic Waves - Original Mix,34,edm,0.602,0.959,0.0493,0.0153,0.799,0.0934,0.239,213585,2019,10
The Walker,0,edm,0.852,0.593,0.0386,8.28e-05,0.921,0.105,0.165,394398,2019,10
Brain Extract,32,edm,0.749,0.838,0.0479,0.0603,0.908,0.113,0.0823,417263,2019,10
Styx - Original Mix,30,edm,0.7,0.882,0.0529,0.0206,0.862,0.081,0.243,238147,2019,11
Lights Go Down,59,edm,0.741,0.812,0.039,0.00254,0.104,0.301,0.146,155520,2019,10
Nice To Meet Ya - Diplo Remix,65,edm,0.719,0.747,0.0448,0.0108,0.128,0.066,0.498,215474,2019,11
Back for a Fight,38,edm,0.813,0.885,0.215,0.0015,0.000977,0.0954,0.351,209032,2019,12
Loco Papi,47,edm,0.759,0.987,0.0928,0.0754,0.788,0.268,0.786,178560,2019,6
Ride It - Jonas Blue Remix,69,edm,0.689,0.946,0.0397,0.00658,0.00189,0.262,0.392,182400,2019,11
Light,77,edm,0.36,0.89,0.0383,0.0171,0.252,0.146,0.0897,185916,2019,5
DAYLIGHT,53,edm,0.732,0.647,0.03,0.00705,0.00995,0.335,0.425,154828,2019,12
Piece Of Your Heart - Alok Remix,77,edm,0.797,0.86,0.0413,0.0312,0.0137,0.334,0.192,166452,2019,6
Therapy,69,edm,0.504,0.896,0.044,0.00183,0.0284,0.134,0.0393,150753,2019,10
I'm Blue - Club Mix,65,edm,0.735,0.915,0.0475,0.0456,0.000152,0.238,0.615,150000,2019,9
Thing For You - David Guetta Remix,62,edm,0.44,0.867,0.061,0.552,9.45e-06,0.115,0.452,203226,2019,8
No Stress - Sofi Tukker Remix,40,edm,0.584,0.928,0.032,0.0261,0.057,0.161,0.065,248365,2019,11
Breath,40,edm,0.708,0.588,0.0933,0.206,6.29e-06,0.106,0.262,163000,2019,12
Why Can't You See,51,edm,0.591,0.959,0.215,0.00583,0.624,0.428,0.346,186929,2019,8
Children,58,edm,0.576,0.977,0.0392,0.000452,0.00045,0.163,0.235,158438,2019,5
Stars,50,edm,0.616,0.848,0.113,0.028,0.0,0.158,0.33,165469,2019,5
Day Or Night,67,edm,0.619,0.881,0.0335,0.00826,0.0941,0.0995,0.534,174375,2019,8
Ibiza (Desaparecidos Vs Walter Master J) - Raf Marchesini & Simone Farina 2K19 Remix Extended,44,edm,0.733,0.962,0.194,0.00288,0.0486,0.0397,0.484,270627,2019,6
Why Boy - Club Mix,56,edm,0.64,0.946,0.0879,0.336,0.39,0.0754,0.374,167624,2019,7
Push It,60,edm,0.873,0.924,0.0675,0.00515,0.369,0.0997,0.537,141429,2019,9
Oblivion (feat. Amber Van Day),70,edm,0.916,0.411,0.0657,0.159,1.1e-05,0.0989,0.407,192296,2019,7
Lost,37,edm,0.616,0.695,0.0397,0.121,0.0228,0.0311,0.189,272124,2019,8
Lucky Star,10,edm,0.671,0.886,0.029,0.0217,0.000267,0.318,0.769,158302,2019,8
Clocks - Radio Edit,50,edm,0.561,0.913,0.0318,0.00987,1.7e-05,0.179,0.277,185598,2019,10
Never Wanna Leave,45,edm,0.691,0.628,0.0661,0.0419,0.000485,0.136,0.637,196190,2019,12
We Got That Cool (feat. Afrojack & Icona Pop),69,edm,0.639,0.865,0.0357,0.00462,1.26e-06,0.208,0.611,213000,2019,6
Post Malone (feat. RANI) - VIZE Remix,72,edm,0.687,0.887,0.0564,0.00438,0.00629,0.172,0.345,154839,2019,9
Under Water,47,edm,0.738,0.54,0.0515,0.0976,2.89e-05,0.083,0.665,196471,2019,12
Show Me Love,54,edm,0.504,0.74,0.0806,0.0726,0.0,0.137,0.186,180000,2019,6
Monster - Robin Schulz Remix,71,edm,0.475,0.815,0.124,0.133,0.0,0.11,0.48,165947,2019,8
Not Really (Busta K Remix),21,edm,0.664,0.475,0.033,0.16,0.00619,0.0871,0.322,206169,2019,12
Candy On The Dancefloor,62,edm,0.709,0.814,0.0466,0.106,0.000229,0.267,0.477,186667,2019,2
Faded,64,edm,0.685,0.807,0.0459,0.00231,0.00936,0.0678,0.149,189878,2019,11
My Best Life (feat. Mike Waters) - Club Mix,66,edm,0.603,0.921,0.391,0.018,9.2e-05,0.183,0.675,198533,2019,8
Don't Hold Back,28,edm,0.619,0.737,0.0435,0.00852,0.000103,0.46,0.385,211200,2019,12
The Launch,25,edm,0.856,0.625,0.0726,0.0167,0.00704,0.114,0.42,207875,2019,12
Feel Better,29,edm,0.467,0.559,0.0792,0.37,0.0311,0.0934,0.0569,261303,2019,7
Illusion,39,edm,0.586,0.899,0.0517,0.000498,0.0335,0.117,0.18,177262,2019,12
Zu Den Sternen - Original Mix,30,edm,0.694,0.667,0.0581,0.00306,0.382,0.0969,0.668,480201,2019,12
Cold As Stone,32,edm,0.635,0.743,0.0444,0.00813,0.869,0.117,0.305,123231,2019,11
Be My Oxygen,32,edm,0.531,0.723,0.0916,0.336,0.0,0.339,0.335,183410,2019,4
Time for Mai Tai,31,edm,0.825,0.862,0.0415,0.458,0.868,0.154,0.554,221538,2019,11
Deep in Oud,28,edm,0.74,0.929,0.0473,0.00726,0.851,0.0931,0.686,213130,2019,12
Tachyon,39,edm,0.425,0.88,0.0459,0.00579,0.926,0.0828,0.063,230374,2019,12
Won't Let You,40,edm,0.506,0.735,0.143,0.23,0.0,0.231,0.32,210687,2019,12
Lie Machine,30,edm,0.81,0.826,0.0519,0.0211,0.755,0.0682,0.731,253000,2019,11
Pulse,33,edm,0.482,0.463,0.0422,0.814,0.872,0.112,0.348,241395,2019,8
Can't Hide from Love,36,edm,0.613,0.81,0.03,4.1e-05,3.11e-05,0.335,0.573,185871,2019,11
Breaking Me,41,edm,0.699,0.71,0.035,0.000529,0.0777,0.0989,0.159,250760,2019,7
Stick To What You Got,36,edm,0.867,0.823,0.17,0.185,0.127,0.128,0.481,214528,2019,9
Hummin' To Myself,30,edm,0.88,0.915,0.12,0.205,0.518,0.13,0.736,222439,2019,11
What's the Reason,41,edm,0.805,0.958,0.0505,0.11,0.834,0.236,0.921,181463,2019,12
Swag Rag,35,edm,0.876,0.915,0.0395,0.92,0.454,0.0914,0.703,204000,2019,12
Party Like Its 1929,42,edm,0.713,0.858,0.0325,0.0411,4.22e-06,0.855,0.883,191989,2019,10
Baby Swing - Radio Edit,37,edm,0.834,0.731,0.266,0.115,0.000268,0.368,0.828,190143,2019,12
Doo Ding,24,edm,0.716,0.691,0.108,0.228,0.394,0.652,0.836,251053,2019,11
Snake Charmer - 1930 Version,42,edm,0.889,0.841,0.244,0.424,0.0,0.286,0.925,185883,2019,7
Spooky (Duke Skellington Remix),33,edm,0.874,0.72,0.0491,0.0245,0.0187,0.131,0.603,227056,2019,10
Clockwork,32,edm,0.972,0.825,0.259,0.446,7.65e-05,0.0633,0.747,182982,2019,12
Light up the Night,17,edm,0.739,0.882,0.194,0.013,0.188,0.599,0.636,233879,2019,8
Time to Fly,32,edm,0.88,0.806,0.0727,0.0338,0.297,0.0683,0.894,219092,2019,11
Sweet Dreams,39,edm,0.722,0.843,0.0728,0.0438,0.0038,0.346,0.738,189677,2019,10
Mr O'Butler,23,edm,0.834,0.787,0.261,0.667,0.000197,0.113,0.414,199773,2019,4
Not Happy,33,edm,0.871,0.716,0.174,0.142,3.4e-05,0.411,0.905,167479,2019,9
Puttin' On The Ritz - Disco Mix Radio Edit,23,edm,0.733,0.903,0.0523,0.0375,0.304,0.0807,0.819,161434,2019,5
Swing Back,25,edm,0.808,0.657,0.0453,0.0257,0.644,0.32,0.41,211983,2019,8
Waves of 84,49,edm,0.86,0.615,0.249,0.316,0.237,0.0701,0.435,331500,2019,7
Bella di notte - Wolfgang Lohr Remix Radio Edit,35,edm,0.827,0.885,0.178,0.153,0.0222,0.122,0.757,203115,2019,9
You Make Me Happy,30,edm,0.649,0.939,0.243,0.156,0.00266,0.872,0.346,178053,2019,6
The Key To Your Ferrari,21,edm,0.52,0.907,0.175,0.18,0.000512,0.367,0.457,212039,2019,4
Invisible Man,29,edm,0.694,0.859,0.0654,0.00733,3.59e-05,0.352,0.719,203347,2019,6
